"ID","Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU113","Bin38",1.96725907021818e-05,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","unclassified_g__norank_p__Kathablepharidae"
"OTU114","Bin26",4.17270486801344e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU115","Bin18",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Litostomatea","unclassified_o__Litostomatea","unclassified_o__Litostomatea","unclassified_o__Litostomatea"
"OTU116","Bin26",4.61539881661174e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","unclassified_g__norank_c__Tubulinea"
"OTU117","Bin45",4.03847396453528e-06,"Eukaryota","Fungi","Ascomycota","Laboulbeniomycetes","norank_c__Laboulbeniomycetes","norank_c__Laboulbeniomycetes","norank_c__Laboulbeniomycetes","metagenome_c__Laboulbeniomycetes"
"OTU118","Bin10",7.66562453392951e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Pythium","Pythium_monospermum"
"OTU119","Bin30",1.15384970415294e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU120","Bin63",5.19232366868821e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU121","Bin50",1.15384970415294e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU122","Bin38",7.95114053415264e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU123","Bin65",2.83166669820242e-06,"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unclassified_o__Agaricales","unclassified_o__Agaricales","unclassified_o__Agaricales"
"OTU124","Bin72",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_g__norank_p__SAR_d__Eukaryota"
"OTU125","Bin38",8.55094096644155e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU126","Bin68",4.8400309512808e-06,"Eukaryota","norank_d__Eukaryota","norank_d__Eukaryota","Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","norank_c__Choanoflagellida","unclassified_g__norank_c__Choanoflagellida"
"OTU127","Bin73",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","norank_c__Novel_Clade_2","unclassified_g__norank_c__Novel_Clade_2"
"OTU128","Bin6",2.30769940830587e-06,"Eukaryota","Amoebozoa","Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","Flamella","unclassified_g__Flamella"
"OTU129","Bin73",1.7307745562294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Paracercomonas","unclassified_g__Paracercomonas"
"OTU130","Bin45",1.7307745562294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU131","Bin14",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"OTU132","Bin58",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU133","Bin27",2.14392248300323e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU134","Bin8",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU135","Bin17",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"OTU136","Bin20",2.88462426038234e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep"
"OTU137","Bin28",1.44231213019117e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","Nitzschia","Nitzschia_amphibia"
"OTU138","Bin27",3.02765968556521e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","Sellaphora","Sellaphora_pupula"
"OTU139","Bin12",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"OTU140","Bin64",1.7307745562294e-06,"Eukaryota","Discoba","Euglenozoa","Kinetoplastea","norank_c__Kinetoplastea","norank_c__Kinetoplastea","Ichthyobodo","unclassified_g__Ichthyobodo"
"OTU141","Bin51",1.7307745562294e-06,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"OTU142","Bin64",1.32692715977588e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU143","Bin28",1.47048320117439e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU144","Bin62",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU145","Bin62",1.15384970415294e-06,"Eukaryota","Haptophyta","norank_k__Haptophyta","norank_k__Haptophyta","norank_k__Haptophyta","norank_k__Haptophyta","norank_k__Haptophyta","metagenome_k__Haptophyta"
"OTU146","Bin60",2.72386660791786e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU147","Bin42",2.30769940830587e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU148","Bin38",1.15384970415294e-06,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU149","Bin26",1.79133485074902e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU150","Bin30",1.15384970415294e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU151","Bin68",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU152","Bin20",4.82347993753983e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep","unclassified_o__Conthreep"
"OTU153","Bin70",1.7307745562294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU154","Bin24",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"OTU155","Bin57",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU156","Bin70",1.15384970415294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea"
"OTU157","Bin26",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU158","Bin27",6.62241139846957e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU159","Bin55",1.15384970415294e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"OTU160","Bin30",1.15384970415294e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU161","Bin8",1.78693258989667e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"OTU162","Bin24",1.7307745562294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU163","Bin72",2.92436083842921e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","Bodomorpha","metagenome_g__Bodomorpha"
"OTU164","Bin35",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU165","Bin2",2.69551637110957e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Dactylopodida","norank_o__Dactylopodida","Korotnevella","metagenome_g__Korotnevella"
"OTU166","Bin43",1.7307745562294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU167","Bin35",1.15384970415294e-06,"Eukaryota","Amoebozoa","Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","Telaepolella","metagenome_g__Telaepolella"
"OTU168","Bin35",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU169","Bin14",1.7307745562294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","Gregarina","unclassified_g__Gregarina"
"OTU170","Bin18",1.7307745562294e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Litostomatea","Haptoria","Epiphyllum","unclassified_g__Epiphyllum"
"OTU171","Bin1",4.61539881661174e-06,"Eukaryota","Discoba","Heterolobosea","Tetramitia","norank_c__Tetramitia","norank_c__Tetramitia","Naegleria","unclassified_g__Naegleria"
"OTU172","Bin27",2.95452157102045e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU173","Bin25",1.65039572999716e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU174","Bin38",4.09668735239574e-05,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU175","Bin18",1.7307745562294e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Oligohymenophorea","Dexiotricha","unclassified_g__Dexiotricha"
"OTU176","Bin30",4.63251125582027e-06,"Eukaryota","Amoebozoa","SAR_k__Amoebozoa","Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","norank_c__Labyrinthulomycetes_p__SAR","Sorodiplophrys","unclassified_g__Sorodiplophrys"
"OTU177","Bin72",2.88462426038234e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU178","Bin27",2.37759671894399e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Bacillariophyceae","norank_c__Bacillariophyceae","norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae","unclassified_f__norank_c__Bacillariophyceae"
"OTU179","Bin18",6.92309822491762e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Oligohymenophorea","norank_f__Oligohymenophorea","Lembadion_bullinum"
"OTU180","Bin70",4.03847396453528e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU181","Bin17",1.22159483598418e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"OTU182","Bin72",1.15384970415294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU183","Bin62",1.7307745562294e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU184","Bin20",3.3622244933698e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Nassophorea","Zosterodasys","unclassified_g__Zosterodasys"
"OTU185","Bin7",2.63467016197844e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU186","Bin76",1.85980563409795e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU187","Bin16",3.28359000460662e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Armophorea","Armophorida","Metopus","unclassified_g__Metopus"
"OTU188","Bin2",1.36325960825372e-06,"Eukaryota","Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","norank_k__Cryptophyceae","eukaryotic_picoplankton_environmental_sample_k__Cryptophyceae"
"OTU189","Bin21",2.04488941238058e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Nusuttodinium","Nusuttodinium_amphidinioides"
"OTU190","Bin64",3.4081490206343e-06,"Eukaryota","Discoba","Euglenozoa","Diplonemea","norank_c__Diplonemea","norank_c__Diplonemea","unclassified_f__norank_c__Diplonemea","unclassified_f__norank_c__Diplonemea"
"OTU191","Bin44",2.04488941238058e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU192","Bin38",2.72651921650744e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU193","Bin38",1.93613852934992e-05,"Eukaryota","Cryptophyceae","Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","norank_p__Kathablepharidae","uncultured_Katablepharidaceae"
"OTU194","Bin78",2.72651921650744e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida"
"OTU195","Bin28",2.04488941238058e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"OTU196","Bin70",9.89248580657689e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"OTU197","Bin56",2.40594925299432e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
