OTU ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU868	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unclassified_g__Penicillium
OTU869	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU870	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU871	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	CH1-2B-3	norank_c__CH1-2B-3	norank_c__CH1-2B-3	norank_c__CH1-2B-3	unclassified_g__norank_c__CH1-2B-3
OTU872	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU873	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	Gymnodiniphycidae	norank_o__Gymnodiniphycidae	Gyrodinium	uncultured_freshwater_eukaryote_g__Gyrodinium
OTU874	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU875	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Colpodea	Bromeliothrix	Corchorus_olitorius_g__Bromeliothrix
OTU876	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae	unclassified_c__Dinophyceae
OTU877	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Halteria	unclassified_g__Halteria
OTU878	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_herbarum
OTU879	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU880	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota	unclassified_f__norank_p__SAR_d__Eukaryota
OTU881	Eukaryota	norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota
OTU882	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Cryptosporida	norank_o__Cryptosporida	Cryptosporidium	Colpodella_sp._ATCC50594
OTU883	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	uncultured_freshwater_cercozoan_p__SAR_d__Eukaryota
OTU884	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU885	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_var._hansenii
OTU886	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU887	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU888	Eukaryota	Fungi	Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	Mortierella_alpina
OTU889	Eukaryota	Amoebozoa	Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	Ripella_platypodia
OTU890	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Imbricatea	norank_c__Imbricatea	Euglyphida	Euglypha	Euglypha_tuberculata
OTU891	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	norank_c__Kinetoplastea	norank_c__Kinetoplastea	Ichthyobodo	unclassified_g__Ichthyobodo
OTU892	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU893	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	Ascogregarina	unclassified_g__Ascogregarina
OTU894	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU895	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU896	Eukaryota	Animalia	Rotifera	Monogononta	Ploimida	norank_o__Ploimida	norank_o__Ploimida	unclassified_g__norank_o__Ploimida
OTU897	Eukaryota	Animalia	Platyhelminthes	Catenulida	norank_c__Catenulida	Stenostomidae	norank_f__Stenostomidae	Stenostomum_sp._island
OTU898	Eukaryota	Animalia	Arthropoda	Ellipura	Collembola	norank_o__Collembola	norank_o__Collembola	unclassified_g__norank_o__Collembola
OTU899	Eukaryota	Animalia	Vertebrata	Mammalia	norank_c__Mammalia	norank_c__Mammalia	norank_c__Mammalia	unclassified_g__norank_c__Mammalia
OTU900	Eukaryota	Animalia	Arthropoda	Maxillopoda	Cyclopoida	norank_o__Cyclopoida	norank_o__Cyclopoida	unclassified_g__norank_o__Cyclopoida
OTU901	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	Heteromita	unclassified_g__Heteromita
OTU902	Eukaryota	Animalia	Nematozoa	Chromadorea	Monhysterida	norank_o__Monhysterida	norank_o__Monhysterida	unclassified_g__norank_o__Monhysterida
OTU903	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	Pleurosigma	uncultured_marine_eukaryote_g__Pleurosigma
OTU904	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	Loxophyllum	unclassified_g__Loxophyllum
OTU905	Eukaryota	Chloroplastida	Phragmoplastophyta	Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	Oryza_meyeriana
OTU906	Eukaryota	Animalia	Platyhelminthes	Catenulida	norank_c__Catenulida	Stenostomidae	norank_f__Stenostomidae	unclassified_g__norank_f__Stenostomidae
OTU907	Eukaryota	Chloroplastida	Phragmoplastophyta	Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	unclassified_g__norank_c__Embryophyta
OTU908	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Chromulinales	norank_o__Chromulinales	Spumella	Spumella-like_flagellate_JBAF33
OTU909	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Chromulinales	norank_o__Chromulinales	Spumella	Spumella-like_flagellate_JBM08
OTU910	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	Cryomonadida	Rhizaspididae	Rhogostoma	unclassified_g__Rhogostoma
OTU911	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU912	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU913	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Neobodonida	norank_o__Neobodonida	Neobodo	Austrofundulus_limnaeus_g__Neobodo
OTU914	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU915	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU916	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Discosea	norank_c__Discosea	norank_c__Discosea	norank_c__Discosea	unclassified_g__norank_c__Discosea
OTU917	Eukaryota	Amoebozoa	Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	Ripella_platypodia
OTU918	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU919	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU920	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Euplotia	Aspidisca	metagenome_g__Aspidisca
OTU921	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	Halteria	uncultured_alveolate_g__Halteria
OTU922	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	uncultured_Cercozoa_c__Glissomonadida
OTU923	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Neobodonida	norank_o__Neobodonida	Neobodo	unclassified_g__Neobodo
OTU924	Eukaryota	Amoebozoa	Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	norank_p__Archamoebae	Ripella_platypodia
OTU925	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU926	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	norank_f__Haptoria	unclassified_g__norank_f__Haptoria
OTU927	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	Cryomonadida	unclassified_o__Cryomonadida	unclassified_o__Cryomonadida	unclassified_o__Cryomonadida
OTU928	Eukaryota	Fungi	Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	Mucor_racemosus
OTU929	Eukaryota	Chloroplastida	Phragmoplastophyta	Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	norank_c__Embryophyta	unclassified_g__norank_c__Embryophyta
OTU930	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata
OTU931	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	Ochromonadales	norank_o__Ochromonadales	Paraphysomonas	unclassified_g__Paraphysomonas
OTU932	Eukaryota	Fungi	Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	norank_p__Chytridiomycota	unclassified_g__norank_p__Chytridiomycota
OTU933	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	unclassified_g__Schizophyllum
OTU934	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU935	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU936	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU937	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU938	Eukaryota	Discoba	Heterolobosea	Tetramitia	norank_c__Tetramitia	norank_c__Tetramitia	Tetramitus	unclassified_g__Tetramitus
OTU939	Eukaryota	norank_d__Eukaryota	norank_d__Eukaryota	Ichthyosporea	Pseudoperkinsidae	norank_o__Pseudoperkinsidae	Anurofeca	Anurofeca_sp._LAH-2003
OTU940	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU941	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU942	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU943	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Hypotrichia	unclassified_f__Hypotrichia	unclassified_f__Hypotrichia
OTU944	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU945	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_oligosperma
OTU946	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU947	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU948	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Oligohymenophorea	unclassified_f__Oligohymenophorea	unclassified_f__Oligohymenophorea
OTU949	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Dictyochophyceae	Pedinellales	norank_o__Pedinellales	Pseudopedinella	uncultured_eukaryote_g__Pseudopedinella
OTU950	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	norank_f__Choreotrichia	unclassified_g__norank_f__Choreotrichia
OTU951	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU952	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	Neochlorosarcina_negevensis
OTU953	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU954	Eukaryota	Animalia	Annelida	Clitellata	Haplotaxida	norank_o__Haplotaxida	norank_o__Haplotaxida	invertebrate_environmental_sample_o__Haplotaxida
OTU955	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Oligohymenophorea	Paramecium	Paramecium_tetraurelia
OTU956	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Postciliodesmatophora	Heterotrichea	norank_o__Heterotrichea	unclassified_f__norank_o__Heterotrichea	unclassified_f__norank_o__Heterotrichea
OTU957	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Perkinsidae	A31	norank_o__A31	norank_o__A31	unclassified_g__norank_o__A31
OTU958	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU959	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU960	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	uncultured_Basidiomycota_g__Exidia
OTU961	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU962	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	Neobodonida	norank_o__Neobodonida	Rhynchomonas	unclassified_g__Rhynchomonas
OTU963	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU964	Eukaryota	Amoebozoa	norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa
OTU965	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU966	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU967	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Litostomatea	Haptoria	unclassified_f__Haptoria	unclassified_f__Haptoria
OTU968	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata	unclassified_c__Intramacronucleata
OTU969	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	norank_c__Thecofilosea	norank_c__Thecofilosea	norank_c__Thecofilosea	unclassified_g__norank_c__Thecofilosea
OTU970	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU971	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Bacillariophyceae	norank_c__Bacillariophyceae	norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae	unclassified_f__norank_c__Bacillariophyceae
OTU972	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU973	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	unclassified_f__Eugregarinorida	unclassified_f__Eugregarinorida
OTU974	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	Cercomonas	uncultured_freshwater_cercozoan_g__Cercomonas
OTU975	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU976	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU977	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU978	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	Gregarina	unclassified_g__Gregarina
OTU979	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU980	Eukaryota	Discoba	Euglenozoa	Kinetoplastea	unclassified_c__Kinetoplastea	unclassified_c__Kinetoplastea	unclassified_c__Kinetoplastea	unclassified_c__Kinetoplastea
OTU981	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Prostomatea	Cryptocaryon	unclassified_g__Cryptocaryon
OTU982	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae	unclassified_c__Chrysophyceae
OTU983	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	norank_c__Cercomonadidae	unclassified_g__norank_c__Cercomonadidae
OTU984	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Conthreep	Colpodea	Platyophrya	metagenome_g__Platyophrya
OTU985	Eukaryota	norank_d__Eukaryota	norank_d__Eukaryota	Choanoflagellida	norank_c__Choanoflagellida	norank_c__Choanoflagellida	norank_c__Choanoflagellida	uncultured_freshwater_eukaryote_c__Choanoflagellida
OTU986	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	unclassified_o__Spirotrichea	unclassified_o__Spirotrichea	unclassified_o__Spirotrichea
OTU987	Eukaryota	Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	marine_metagenome_k__Amoebozoa
OTU988	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU989	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU990	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Intramacronucleata	Spirotrichea	Choreotrichia	norank_f__Choreotrichia	unclassified_g__norank_f__Choreotrichia
OTU991	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Chrysophyceae	norank_c__Chrysophyceae	norank_c__Chrysophyceae	norank_c__Chrysophyceae	unclassified_g__norank_c__Chrysophyceae
OTU992	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
