OTU ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1581	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	Kraken_carinae
OTU1582	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1583	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1584	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1585	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1586	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_flava
OTU1587	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1588	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1589	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU1590	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1591	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Eustigmatophyceae	Eustigmatales	norank_o__Eustigmatales	unclassified_f__norank_o__Eustigmatales	unclassified_f__norank_o__Eustigmatales
OTU1592	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1593	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Xanthophyceae	Tribonematales	norank_o__Tribonematales	Tribonema_o__Tribonematales	unclassified_g__Tribonema_o__Tribonematales
OTU1594	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Hyphodontia	uncultured_fungus_g__Hyphodontia
OTU1595	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	unclassified_c__Eurotiomycetes	unclassified_c__Eurotiomycetes	unclassified_c__Eurotiomycetes	unclassified_c__Eurotiomycetes
OTU1596	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1597	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Eustigmatophyceae	Eustigmatales	norank_o__Eustigmatales	Vischeria	Vischeria_helvetica
OTU1598	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU1599	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1600	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	unclassified_f__Eugregarinorida	unclassified_f__Eugregarinorida
OTU1601	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1602	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Vampyrellidae	norank_c__Vampyrellidae	norank_c__Vampyrellidae	norank_c__Vampyrellidae	unclassified_g__norank_c__Vampyrellidae
OTU1603	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1604	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1605	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	Gregarina	Heterocapsaceae_environmental_sample
OTU1606	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1607	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1608	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1609	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Hyphodontia	Hyphodontia_crustosa
OTU1610	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1611	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	norank_f__Eugregarinorida	unclassified_g__norank_f__Eugregarinorida
OTU1612	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	norank_p__SAR_d__Eukaryota	eukaryotic_picoplankton_environmental_sample_p__SAR_d__Eukaryota
OTU1613	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1614	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1615	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Eugregarinorida	unclassified_f__Eugregarinorida	unclassified_f__Eugregarinorida
OTU1616	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1617	Eukaryota	Animalia	Annelida	Clitellata	Haplotaxida	norank_o__Haplotaxida	norank_o__Haplotaxida	unclassified_g__norank_o__Haplotaxida
OTU1618	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1619	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1620	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1621	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1622	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus_reesii
OTU1623	Eukaryota	Fungi	LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	norank_p__LKM15	unclassified_g__norank_p__LKM15
OTU1624	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1625	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera_adusta
OTU1626	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1627	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Galactomyces_candidus_g__Geotrichum
OTU1628	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1629	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1630	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1631	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	Neogregarinorida	norank_f__Neogregarinorida	unclassified_g__norank_f__Neogregarinorida
OTU1632	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	norank_o__Helotiales	unclassified_f__norank_o__Helotiales	unclassified_f__norank_o__Helotiales
OTU1633	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1634	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	unclassified_g__Leptosphaeria
OTU1635	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1636	Eukaryota	Fungi	Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	norank_p__Cryptomycota	uncultured_rhizosphere_zygomycete
OTU1637	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1638	Eukaryota	Chloroplastida	norank_k__Chloroplastida	norank_k__Chloroplastida	norank_k__Chloroplastida	norank_k__Chloroplastida	norank_k__Chloroplastida	uncultured_Dunaliellaceae_k__Chloroplastida
OTU1639	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1640	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1641	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1642	Eukaryota	Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	Cavostelium_apophysatum
OTU1643	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	Leptochlorella_corticola
OTU1644	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1645	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1646	Eukaryota	Amoebozoa	Protosporangiida	Protosporangiidae	norank_c__Protosporangiidae	norank_c__Protosporangiidae	Protosporangium	unclassified_g__Protosporangium
OTU1647	Eukaryota	norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota	unclassified_k__norank_d__Eukaryota
OTU1648	Eukaryota	Animalia	Vertebrata	Mammalia	norank_c__Mammalia	norank_c__Mammalia	norank_c__Mammalia	unclassified_g__norank_c__Mammalia
OTU1649	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1650	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Conoidasida	Gregarinasina	unclassified_o__Gregarinasina	unclassified_o__Gregarinasina	unclassified_o__Gregarinasina
OTU1651	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Morus	Morus_alba_white_mulberry
OTU1652	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1653	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1654	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1655	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1656	Eukaryota	Amoebozoa	norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa	unclassified_p__norank_k__Amoebozoa
OTU1657	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1658	Eukaryota	Amoebozoa	SAR_k__Amoebozoa	Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	norank_c__Labyrinthulomycetes_p__SAR	Sorodiplophrys	unclassified_g__Sorodiplophrys
OTU1659	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU1660	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1661	Eukaryota	Fungi	Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	norank_p__Mucoromycota	unclassified_g__norank_p__Mucoromycota
OTU1662	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU1663	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU1664	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1665	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
OTU1666	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1667	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1668	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1669	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1670	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1671	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1672	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1673	Eukaryota	Animalia	Platyhelminthes	Rhabditophora	Rhabdocoela	norank_o__Rhabdocoela	norank_o__Rhabdocoela	Dochmiotrema_limicola
OTU1674	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1675	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1676	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU1677	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Perkinsidae	A31	norank_o__A31	norank_o__A31	metagenome_o__A31
OTU1678	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1679	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	unclassified_g__Thelebolus
OTU1680	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	norank_o__Helotiales	unclassified_f__norank_o__Helotiales	unclassified_f__norank_o__Helotiales
OTU1681	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Vampyrellidae	norank_c__Vampyrellidae	norank_c__Vampyrellidae	norank_c__Vampyrellidae	unclassified_g__norank_c__Vampyrellidae
OTU1682	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1683	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified_o__Agaricales	unclassified_o__Agaricales	unclassified_o__Agaricales
OTU1684	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1685	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1686	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1687	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1688	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Thecofilosea	Cryomonadida	Rhizaspididae	Rhogostoma	unclassified_g__Rhogostoma
OTU1689	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1690	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1691	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1692	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1693	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1694	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1695	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes	unclassified_c__Agaricomycetes
OTU1696	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1697	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_lactis
OTU1698	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	unclassified_o__Boletales	unclassified_o__Boletales	unclassified_o__Boletales
OTU1699	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus_variabilis
OTU1700	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU1701	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	norank_c__Chlorophyceae	unclassified_g__norank_c__Chlorophyceae
OTU1702	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1703	Eukaryota	Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	norank_k__Amoebozoa	unclassified_g__norank_k__Amoebozoa
OTU1704	Eukaryota	Amoebozoa	norank_k__Amoebozoa	Tubulinea	norank_c__Tubulinea	Phryganellina	Cryptodifflugia	unclassified_g__Cryptodifflugia
OTU1705	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1706	Eukaryota	Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia	unclassified_k__Animalia
OTU1707	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1708	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1709	Eukaryota	Chloroplastida	norank_k__Chloroplastida	Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	norank_c__Trebouxiophyceae	unclassified_g__norank_c__Trebouxiophyceae
OTU1710	Eukaryota	Fungi	Ascomycota	norank_p__Ascomycota	norank_p__Ascomycota	norank_p__Ascomycota	norank_p__Ascomycota	unclassified_g__norank_p__Ascomycota
OTU1711	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	Glissomonadida	norank_c__Glissomonadida	norank_c__Glissomonadida	Allantion	unclassified_g__Allantion
OTU1712	Eukaryota	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_mrakii
OTU1713	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1714	Eukaryota	norank_d__Eukaryota	SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota	unclassified_p__SAR_d__Eukaryota
OTU1715	Eukaryota	Fungi	Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota	unclassified_p__Basidiomycota
OTU1716	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	unclassified_o__Russulales	unclassified_o__Russulales	unclassified_o__Russulales
OTU1717	Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota	unclassified_d__Eukaryota
OTU1718	Eukaryota	Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi	unclassified_k__Fungi
OTU1719	Eukaryota	Fungi	Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota	unclassified_p__Ascomycota
