"Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"Bin45",0.000304878678043688,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20","norank_f__TRA3-20"
"Bin60",0.00207431337937911,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Bin84",3.29541433751393e-05,"Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","norank_f__JG30-KF-CM45"
"Bin34",0.000380728318743233,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methyloligellaceae","norank_f__Methyloligellaceae"
"Bin29",0.000812040445499222,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira"
"Bin58",0.00031997828420516,"Bacteria","Pseudomonadota","Gammaproteobacteria","R7C24","norank_o__R7C24","norank_o__R7C24"
"Bin66",0.0146548141222587,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade"
"Bin67",1.686688787174e-05,"Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Pelosinus"
"Bin30",0.000179371639531319,"Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","norank_f__Micropepsaceae"
"Bin40",0.000172467592525231,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin30",9.208728175275e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","norank_o__Rhodospirillales","norank_o__Rhodospirillales"
"Bin57",1.33489736205925e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7_clade"
"Bin59",1.38631489132788e-05,"Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Bin43",8.73886013803904e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"Bin24",4.29321899551392e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","norank_f__Pedosphaeraceae"
"Bin49",0.000111988930479563,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","unclassified_f__Methylomonadaceae"
"Bin5",4.79819522714984e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","norank_f__Saprospiraceae"
"Bin39",6.16388979350044e-05,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","unclassified_f__Pseudobdellovibrionaceae"
"Bin7",3.31333118125672e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Bin54",0.000129833943212628,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin79",1.09718441637551e-05,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin45",2.39764658577419e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","unclassified_f__Nitrosomonadaceae"
"Bin8",0.000314708775787173,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","norank_f__Gemmataceae"
"Bin31",0.000144692634258669,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin66",0.00211409520917125,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade"
"Bin33",0.000302015724479493,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodoplanes"
"Bin78",1.31082902070586e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin25",0.000534510899812715,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"Bin9",0.000318624859089097,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","unclassified_f__Blastocatellaceae"
"Bin81",0.000131091964192296,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"Bin2",0.000810188659826218,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bin82",5.29712424221612e-05,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin65",2.26263436577076e-05,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"Bin85",1.34371134810373e-05,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin81",0.000276648061015668,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Oleiharenicola"
"Bin60",0.00116059865478163,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"Bin78",0.000125806318009295,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Bin66",0.0242885238707779,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade"
"Bin42",1.74035963053776e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"Bin76",3.18014055837172e-06,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","norank_f__Holophagaceae"
"Bin90",4.24430687351186e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin79",0.000144326020997952,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin68",1.27572870364243e-06,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin2",0.00119395436421051,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","norank_f__NS11-12_marine_group"
"Bin41",3.51172395917298e-06,"Bacteria","Actinomycetota","Thermoleophilia","norank_c__Thermoleophilia","norank_c__Thermoleophilia","norank_c__Thermoleophilia"
"Bin81",0.000282428748662977,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans"
"Bin2",1.40464265766918e-05,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bin61",4.05362910672801e-05,"Bacteria","Actinomycetota","MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108"
"Bin4",0.00714716535856169,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"Bin54",1.8128310046177e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unclassified_f__Caulobacteraceae"
"Bin16",0.000760085205633535,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","norank_f__Vicinamibacteraceae"
"Bin34",4.38954802362142e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Bin67",1.94217233015673e-05,"Bacteria","Bacillota","Limnochordia","norank_c__Limnochordia","norank_c__Limnochordia","norank_c__Limnochordia"
"Bin34",0.000183827000330037,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Bin67",0.00132007829407523,"Bacteria","Margulisbacteria","norank_p__Margulisbacteria","norank_p__Margulisbacteria","norank_p__Margulisbacteria","norank_p__Margulisbacteria"
"Bin19",1.31082902070586e-06,"Bacteria","Myxococcota","Polyangiia","Polyangiales","Sandaracinaceae","norank_f__Sandaracinaceae"
"Bin88",8.73886013803904e-07,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Collierbacteria","norank_o__Candidatus_Collierbacteria","norank_o__Candidatus_Collierbacteria"
"Bin84",1.74777202760781e-06,"Bacteria","Chloroflexota","JG30-KF-CM66","norank_c__JG30-KF-CM66","norank_c__JG30-KF-CM66","norank_c__JG30-KF-CM66"
"Bin21",4.93157607353293e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin59",0.000130761261446112,"Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Bin34",0.00141165626863216,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","unclassified_f__Beijerinckiaceae"
"Bin45",1.69241562030504e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","norank_f__Hydrogenophilaceae"
"Bin8",3.27806917088417e-06,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","norank_f__Gemmataceae"
"Bin21",0.00012816312750261,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin58",2.39649832930136e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","R7C24","norank_o__R7C24","norank_o__R7C24"
"Bin68",1.79996913195588e-06,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin45",6.44197694752604e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio"
"Bin38",0.000297747384074594,"Bacteria","Chloroflexota","SL56_marine_group","norank_c__SL56_marine_group","norank_c__SL56_marine_group","norank_c__SL56_marine_group"
"Bin75",4.65304773124657e-05,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin2",0.00020502509703387,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","norank_f__env.OPS_17"
"Bin25",8.96582272045106e-06,"Bacteria","Planctomycetota","OM190","norank_c__OM190","norank_c__OM190","norank_c__OM190"
"Bin5",0.00593952923825887,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Candidatus_Aquirestis"
"Bin58",6.03691864825359e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Ga0077536","norank_o__Ga0077536","norank_o__Ga0077536"
"Bin6",7.33274792859201e-06,"Bacteria","Candidatus_Kapabacteria","Kapabacteria","Kapabacteriales","norank_o__Kapabacteriales","norank_o__Kapabacteriales"
"Bin18",7.93775373212821e-05,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27_clade"
"Bin32",0.000120517831736524,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","norank_f__Sphingomonadaceae"
"Bin45",0.000341838091526665,"Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","norank_f__Steroidobacteraceae"
"Bin88",2.18471503450976e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin29",2.90193955147056e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","unclassified_f__Rickettsiaceae"
"Bin61",6.21465443679527e-05,"Bacteria","Actinomycetota","MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108","norank_c__MB-A2-108"
"Bin78",8.73886013803904e-07,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin88",8.13712252327449e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin66",1.07078063565662e-05,"Bacteria","Actinomycetota","Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria","unclassified_c__Actinobacteria"
"Bin25",4.86344972097439e-05,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"Bin24",1.99167359478311e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Bin19",8.93841103421179e-06,"Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"Bin68",1.31082902070586e-06,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin42",0.001268562929983,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Lacisediminimonas"
"Bin45",9.55789859472628e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Stagnimonas"
"Bin90",2.62165804141171e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin82",0.000189126973365127,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin81",0.0148973407251724,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"Bin81",0.000366224469850931,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Opitutus"
"Bin45",1.33282732753114e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84","norank_f__SC-I-84"
"Bin90",1.32630755486025e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin91",4.2154806314579e-05,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin79",0.000614762871263201,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin66",0.000109033412038299,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade"
"Bin92",1.47437909709827e-05,"Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria"
"Bin83",8.73886013803904e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin59",2.98844181420857e-05,"Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Bin58",0.000202615445394244,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloparacoccus"
"Bin79",8.73886013803904e-07,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin82",4.37085742424653e-05,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin65",0.000138011752648927,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"Bin16",8.73886013803904e-07,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","norank_o__Vicinamibacterales","norank_o__Vicinamibacterales"
"Bin49",0.024424222153375,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter"
"Bin45",4.66603996115896e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"Bin81",0.000799645859876371,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Bin34",5.27142939885879e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","alphaI_cluster"
"Bin63",7.31775662835542e-05,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Planktoluna"
"Bin62",5.20675548316993e-05,"Bacteria","Actinomycetota","Actinobacteria","PeM15","norank_o__PeM15","norank_o__PeM15"
"Bin29",0.000233866135236658,"Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade_III","norank_f__Clade_III"
"Bin29",5.14407098609292e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Candidatus_Jidaibacter"
"Bin18",6.77363880382785e-06,"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdium"
"Bin5",4.66041065706417e-06,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","norank_o__Chitinophagales","norank_o__Chitinophagales"
"Bin30",1.08342680447591e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","A0839","norank_f__A0839"
"Bin16",2.94786611498426e-06,"Bacteria","Zixibacteria","norank_p__Zixibacteria","norank_p__Zixibacteria","norank_p__Zixibacteria","norank_p__Zixibacteria"
"Bin49",0.00156751816120066,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","norank_f__Methylomonadaceae"
"Bin16",1.33797051430976e-06,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","GWF2-44-16","norank_f__GWF2-44-16"
"Bin90",2.79132287093928e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin44",8.73886013803904e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bin89",7.74999667902789e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","norank_o__Candidatus_Moranbacteria","norank_o__Candidatus_Moranbacteria"
"Bin24",4.74287392702245e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Bin38",1.31082902070586e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Candidatus_Methylopumilus"
"Bin65",1.89530308699457e-06,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Bin58",4.55364385284175e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","norank_f__Steroidobacteraceae"
"Bin69",1.61811071277348e-05,"Bacteria","Acidobacteriota","Subgroup_18","norank_c__Subgroup_18","norank_c__Subgroup_18","norank_c__Subgroup_18"
"Bin27",0.0007613574096968,"Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales","norank_o__Elsterales","norank_o__Elsterales"
"Bin30",3.18650610927807e-05,"Bacteria","Pseudomonadota","Alphaproteobacteria","Defluviicoccales","norank_o__Defluviicoccales","norank_o__Defluviicoccales"
"Bin58",2.61897796308283e-05,"Bacteria","Pseudomonadota","Gammaproteobacteria","PLTA13","norank_o__PLTA13","norank_o__PLTA13"
"Bin76",0.00332223168178568,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","marine_group"
"Bin89",8.73886013803904e-07,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin20",1.77013892229765e-05,"Bacteria","Nitrospirota","Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia","norank_c__Thermodesulfovibrionia"
"Bin87",1.6962091277558e-06,"Bacteria","Patescibacteria","CPR2","norank_c__CPR2","norank_c__CPR2","norank_c__CPR2"
"Bin92",8.3131911574187e-06,"Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria","norank_o__Candidatus_Falkowbacteria"
"Bin4",8.73886013803904e-07,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Bin24",4.38462556278594e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bin29",1.7718403689612e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12","norank_f__SM2D12"
"Bin54",1.34178608901465e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin24",7.96365864827071e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","norank_f__Verrucomicrobiaceae"
"Bin82",0.000871379351185736,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin79",0.00126950244759422,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast","norank_o__Chloroplast","norank_o__Chloroplast"
"Bin27",1.31082902070586e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales","norank_o__Elsterales","norank_o__Elsterales"
"Bin77",0.000313467203548953,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax"
